x,y,t,i,n
22,57,3,1,1
22,58,3,1,1
22,59,3,1,1
22,60,3,1,1
23,1,3,0,1
23,2,3,0,1
23,3,3,1,1
23,4,3,0,1
23,5,3,1,1
23,6,3,1,1
23,7,3,0,1
23,8,3,1,1
23,9,3,0,1
23,10,3,1,1
23,11,3,1,1
23,12,3,0,1
23,13,3,0,1
23,14,3,0,1
23,15,3,1,1
23,16,3,1,1
23,17,3,0,1
23,18,3,1,1
23,19,3,1,1
23,20,3,1,1
23,21,3,0,1
23,22,3,1,1
23,23,3,1,1
23,24,3,0,1
23,25,3,1,1
23,26,3,0,1
23,27,3,1,1
23,28,3,0,1
23,29,3,1,1
23,30,3,1,1
23,31,3,1,1
23,32,3,0,1
23,33,3,0,1
23,34,3,0,1
23,35,3,1,1
23,36,3,1,1
23,37,3,0,1
23,38,3,1,1
23,39,3,0,1
23,40,3,1,1
23,41,3,0,1
23,42,3,0,1
23,43,3,1,1
23,44,3,1,1
23,45,3,1,1
23,46,3,0,1
23,47,3,0,1
23,48,3,0,1
23,49,3,0,1
23,50,3,1,1
23,51,3,0,1
23,52,3,1,1
23,53,3,1,1
23,54,3,1,1
23,55,3,0,1
23,56,3,0,1
23,57,3,1,1
23,58,3,1,1
23,59,3,0,1
23,60,3,1,1
24,1,3,0,1
24,2,3,1,1
24,3,3,0,1
24,4,3,1,1
24,5,3,0,1
24,6,3,1,1
24,7,3,0,1
24,8,3,1,1
24,9,3,1,1
24,10,3,0,1
24,11,3,0,1
24,12,3,0,1
24,13,3,0,1
24,14,3,0,1
24,15,3,1,1
24,16,3,1,1
24,17,3,1,1
24,18,3,1,1
24,19,3,1,1
24,20,3,1,1
24,21,3,1,1
24,22,3,0,1
24,23,3,1,1
24,24,3,1,1
24,25,3,1,1
24,26,3,1,1
24,27,3,0,1
24,28,3,1,1
24,29,3,1,1
24,30,3,1,1
24,31,3,1,1
24,32,3,1,1
24,33,3,0,1
24,34,3,1,1
24,35,3,0,1
24,36,3,0,1
24,37,3,0,1
24,38,3,1,1
24,39,3,0,1
24,40,3,1,1
24,41,3,0,1
24,42,3,1,1
24,43,3,1,1
24,44,3,1,1
24,45,3,1,1
24,46,3,1,1
24,47,3,1,1
24,48,3,0,1
24,49,3,1,1
24,50,3,0,1
24,51,3,1,1
24,52,3,0,1
24,53,3,1,1
24,54,3,1,1
24,55,3,1,1
24,56,3,0,1
24,57,3,1,1
24,58,3,1,1
24,59,3,0,1
24,60,3,1,1
